adjacent_lower_tolerance,adjacent_upper_tolerance,breakout_anchor_difference,detection_shift,invalidation_anchor_difference,lineage_class,lower_first_detected_index,lower_lifecycle_ordinal,lower_terminal_index,lower_tolerance,market,root_swing_identity_sha256,symbol,terminal_shift,upper_first_detected_index,upper_lifecycle_ordinal,upper_terminal_index,upper_tolerance
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,561,4,563,0.03,US,sha256:80abc980754b8893c3e3b5bc718bcbf8fdf7c58dd053aee45ec083ab04d87437,MPWR,0,561,5,563,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,910,5,910,0.03,US,sha256:38aa55edf42d4546b1d3cf2d10c3b9667899d304496f3ea2e0a437091a5a2252,MPWR,0,910,7,910,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1050,6,1051,0.03,US,sha256:7f9e093b0e69ec48ebbc3f46ab8b360cfba7d5dcd0d81e2958ebd59ecce2f5e0,MPWR,0,1050,8,1051,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1573,7,1587,0.03,US,sha256:0470ad91488f137a725d08acfbe86f44caae185f9f2edaf9981250e4e51e57b3,MPWR,0,1573,9,1587,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1973,8,1974,0.03,US,sha256:cb9356a6d7b8ca4cf962e6adf49e9a657f126c9b90e76838fe1ef870057678ed,MPWR,0,1973,10,1974,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2031,9,2033,0.03,US,sha256:9f3557fef11e6b38dcd60148594b1fa45e65129340a28ba8b0db3c9c23a5e01c,MPWR,0,2031,11,2033,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2186,10,2188,0.03,US,sha256:6883739ca1f84c1caf5cdfba909731cafc4a80e59f5a3c3a0b19fba284f2032f,MPWR,0,2186,12,2188,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2382,11,2383,0.03,US,sha256:16457ed46cb75da1a20c7d4750dd815aa0ed561eb5b76e44cfb5606c2b66c14e,MPWR,0,2382,14,2383,0.04
0.03,0.04,,,,ADDED_LIFECYCLE,,,,,US,sha256:a9984df4016bb5243e0709851c64666d1ac06d21d63fea60a25c160b169e94d8,MPWR,,57,1,57,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:c653263751497c92feb547808cc46c7a84533df49696c53d31c93d8d86e3e50d,MPWR,,81,2,88,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:1f0c39f86c7db8324ed8297356f79b359596e7cfd197a421cc28104d07a3647a,MPWR,,683,6,696,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:2264ae1ae597dc5815a89e58269d2d0092f4c95587cf888fcda5c124edd4c66e,MPWR,,2290,13,2290,0.04
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,57,1,57,0.04,US,sha256:a9984df4016bb5243e0709851c64666d1ac06d21d63fea60a25c160b169e94d8,MPWR,0,57,1,57,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,81,2,88,0.04,US,sha256:c653263751497c92feb547808cc46c7a84533df49696c53d31c93d8d86e3e50d,MPWR,0,81,2,88,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,133,3,137,0.04,US,sha256:dfad29908f5d2daf9de6daf4babee5a3cc5dcf38b946bec12da12d88a927d7b6,MPWR,0,133,3,137,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,410,4,411,0.04,US,sha256:5fe5e8274252698e4ee37e9a77dd96fdd69ea197738170d578f6cce3fdbdea8f,MPWR,0,410,4,411,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,561,5,563,0.04,US,sha256:80abc980754b8893c3e3b5bc718bcbf8fdf7c58dd053aee45ec083ab04d87437,MPWR,0,561,5,563,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,683,6,696,0.04,US,sha256:1f0c39f86c7db8324ed8297356f79b359596e7cfd197a421cc28104d07a3647a,MPWR,0,683,6,696,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,910,7,910,0.04,US,sha256:38aa55edf42d4546b1d3cf2d10c3b9667899d304496f3ea2e0a437091a5a2252,MPWR,0,910,7,910,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1050,8,1051,0.04,US,sha256:7f9e093b0e69ec48ebbc3f46ab8b360cfba7d5dcd0d81e2958ebd59ecce2f5e0,MPWR,0,1050,8,1051,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1573,9,1587,0.04,US,sha256:0470ad91488f137a725d08acfbe86f44caae185f9f2edaf9981250e4e51e57b3,MPWR,0,1573,9,1587,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1973,10,1974,0.04,US,sha256:cb9356a6d7b8ca4cf962e6adf49e9a657f126c9b90e76838fe1ef870057678ed,MPWR,0,1973,12,1974,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2031,11,2033,0.04,US,sha256:9f3557fef11e6b38dcd60148594b1fa45e65129340a28ba8b0db3c9c23a5e01c,MPWR,0,2031,13,2033,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2186,12,2188,0.04,US,sha256:6883739ca1f84c1caf5cdfba909731cafc4a80e59f5a3c3a0b19fba284f2032f,MPWR,0,2186,14,2188,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2290,13,2290,0.04,US,sha256:2264ae1ae597dc5815a89e58269d2d0092f4c95587cf888fcda5c124edd4c66e,MPWR,0,2290,15,2290,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2382,14,2383,0.04,US,sha256:16457ed46cb75da1a20c7d4750dd815aa0ed561eb5b76e44cfb5606c2b66c14e,MPWR,0,2382,16,2383,0.05
0.04,0.05,,,,ADDED_LIFECYCLE,,,,,US,sha256:4cc018faeb4560e7f2c11d3ae814e3c7d96039ec6431b4b0e9022e08232ea975,MPWR,,1638,10,1640,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:19147d7027d5731535dd74aaee9c185aa6e753784378227852b6dae9f84408fb,MPWR,,1910,11,1916,0.05
0.03,0.04,,,,CASCADE_DESCENDANT,224,1,224,0.03,US,sha256:8d3ee650205fcf4df3a67015a5f1f8e73fa40cdeb6d2ba9ddaf43ef0dadb7fb6,MRVL,,,,,
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,413,2,414,0.03,US,sha256:14285f088c60d1f5fb1598719614eeee03894bc4cda4699a07d645cb06c79e0b,MRVL,0,413,3,414,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,645,3,645,0.03,US,sha256:58b8c1c834ca4089bf6b8a285f3d0d45965d55d08991d3d5dc1ee136de82e24e,MRVL,0,645,4,645,0.04
0.03,0.04,,,,ADDED_LIFECYCLE,,,,,US,sha256:2aa7aeb1f50238395cb9a649cc4ec3bcf0fd8ff4cdd96e2cde4131b59453192f,MRVL,,139,1,142,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:17fd40b542823ab12e901ce69c933967d225a7a27fbf28d906334732e42daae5,MRVL,,218,2,218,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:61842246fc14acb39eb670d533d612dabd6fcadf2559b204ce17c076e8d7868c,MRVL,,1201,5,1204,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:3c90cfc37b82ac1a6df532c543b7fe04b391004aa99a2372ac513c1cd6d8b210,MRVL,,1652,6,1652,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:92cd6fd1669c7ca2b34da1e16bfc45ecb24e4f4982cc9b083046eb72583bf0ca,MRVL,,1894,7,1900,0.04
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,139,1,142,0.04,US,sha256:2aa7aeb1f50238395cb9a649cc4ec3bcf0fd8ff4cdd96e2cde4131b59453192f,MRVL,0,139,1,142,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,218,2,218,0.04,US,sha256:17fd40b542823ab12e901ce69c933967d225a7a27fbf28d906334732e42daae5,MRVL,0,218,2,218,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,413,3,414,0.04,US,sha256:14285f088c60d1f5fb1598719614eeee03894bc4cda4699a07d645cb06c79e0b,MRVL,0,413,3,414,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,645,4,645,0.04,US,sha256:58b8c1c834ca4089bf6b8a285f3d0d45965d55d08991d3d5dc1ee136de82e24e,MRVL,0,645,4,645,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1201,5,1204,0.04,US,sha256:61842246fc14acb39eb670d533d612dabd6fcadf2559b204ce17c076e8d7868c,MRVL,0,1201,5,1204,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1652,6,1652,0.04,US,sha256:3c90cfc37b82ac1a6df532c543b7fe04b391004aa99a2372ac513c1cd6d8b210,MRVL,0,1652,7,1652,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1894,7,1900,0.04,US,sha256:92cd6fd1669c7ca2b34da1e16bfc45ecb24e4f4982cc9b083046eb72583bf0ca,MRVL,0,1894,8,1900,0.05
0.04,0.05,,,,ADDED_LIFECYCLE,,,,,US,sha256:1358eeeab7763544aa913e5cb02bbc357574c78da5caa0be9bf21bc57b6c5108,MRVL,,1592,6,1604,0.05
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,62,1,69,0.03,US,sha256:1387a8a1069e76652dc480e808db1f6072b83d84eb0fd204afcb01063ead7a6c,NUE,0,62,1,69,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,103,2,113,0.03,US,sha256:91612b13012ff12ad4b2dcca3ab3efb721b63ff989606a28e4cc370c0c3d88c1,NUE,0,103,2,113,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,887,3,910,0.03,US,sha256:225921a0bf710f925e3e2416293ad5d02791a8579ca55776a658ee324045ea8d,NUE,0,887,4,910,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1677,4,1682,0.03,US,sha256:7dd1323ccad6804c5655925aaef939f7a162550f4f63fe91e3f9eb269c4ddaa8,NUE,0,1677,7,1682,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2171,5,2171,0.03,US,sha256:baeb574d3f77ecd8ca276618e79298283c62bf2bbb0bea31b0cf78c108b24c23,NUE,0,2171,8,2171,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2268,6,2269,0.03,US,sha256:4b5f36d0244f72435d13723ffee38cb263a7e21065d63e99045b0dbeb25c1e37,NUE,0,2268,9,2269,0.04
0.03,0.04,,,,ADDED_LIFECYCLE,,,,,US,sha256:38fae6bcf5e75138027e7e33f4a3d685dbf02f488a36cd26e1fdcede1674a8b2,NUE,,198,3,198,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:f550efc3584b49c780fbbee2ad840badee895c68dbb41a2d75273e6cf5983f38,NUE,,1251,5,1261,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:6546ce1d22057b8d27c402e5404767f89bfc263aac082521c89bd7b0b588d7e3,NUE,,1573,6,1574,0.04
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,62,1,69,0.04,US,sha256:1387a8a1069e76652dc480e808db1f6072b83d84eb0fd204afcb01063ead7a6c,NUE,0,62,1,69,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,103,2,113,0.04,US,sha256:91612b13012ff12ad4b2dcca3ab3efb721b63ff989606a28e4cc370c0c3d88c1,NUE,0,103,2,113,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,198,3,198,0.04,US,sha256:38fae6bcf5e75138027e7e33f4a3d685dbf02f488a36cd26e1fdcede1674a8b2,NUE,0,198,3,198,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,887,4,910,0.04,US,sha256:225921a0bf710f925e3e2416293ad5d02791a8579ca55776a658ee324045ea8d,NUE,0,887,5,910,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1251,5,1261,0.04,US,sha256:f550efc3584b49c780fbbee2ad840badee895c68dbb41a2d75273e6cf5983f38,NUE,0,1251,8,1261,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1573,6,1574,0.04,US,sha256:6546ce1d22057b8d27c402e5404767f89bfc263aac082521c89bd7b0b588d7e3,NUE,0,1573,9,1574,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,1677,7,1682,0.04,US,sha256:7dd1323ccad6804c5655925aaef939f7a162550f4f63fe91e3f9eb269c4ddaa8,NUE,,,,,
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2171,8,2171,0.04,US,sha256:baeb574d3f77ecd8ca276618e79298283c62bf2bbb0bea31b0cf78c108b24c23,NUE,0,2171,13,2171,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2268,9,2269,0.04,US,sha256:4b5f36d0244f72435d13723ffee38cb263a7e21065d63e99045b0dbeb25c1e37,NUE,0,2268,14,2269,0.05
0.04,0.05,,,,ADDED_LIFECYCLE,,,,,US,sha256:a47fd3325853c73b22979d199502e834bf4b82d11457f33fa7e4aa0322aae8d3,NUE,,396,4,407,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:137ccf95c1afd666e7c668b916122cd3d130bec8ed0b97a53c04d090c4c04291,NUE,,954,6,958,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:d67cec522e46784d768c34b6baa5a2868a5e9dbfaf5e901e77f0824e24163d05,NUE,,980,7,980,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:fc466aa86e7e1da73aca5828e101644454beaa3d81e553cfa5445f58b7892ac4,NUE,,1676,10,1686,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:61b1e6f165369e90ab7369409b5fe6b4c4232e7c33e247e2673aa88d77d1df11,NUE,,1920,11,1921,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:60647f2d342358810091c3184e7dd6cc575c542176ca105a28fe19e3be208be3,NUE,,1979,12,1998,0.05
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1282,1,1287,0.03,US,sha256:5be788dd25308b810970dcd4ee5a027dfda979e74d3b1f0ba84461d57b1e15cf,QCOM,0,1282,4,1287,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1305,2,1306,0.03,US,sha256:befab1319d3886c19412f1c66b4b5345b39fad7548cd7e4c5c669d27420fa359,QCOM,0,1305,5,1306,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1708,3,1714,0.03,US,sha256:916d3cda4f7c54a64f5eeeba19a76c5b05f786533b5d3269a532d46dc8d4822b,QCOM,0,1708,7,1714,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1975,4,1978,0.03,US,sha256:e77fae379c0327c30c316e2261ed1055b64d25926c568a087392390bf98013bf,QCOM,0,1975,8,1978,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2164,5,2187,0.03,US,sha256:8603b604134699b03c629aa238e5d96490d76c61a8c1b0c63ad531fd616429a9,QCOM,0,2164,9,2187,0.04
0.03,0.04,,,,ADDED_LIFECYCLE,,,,,US,sha256:ff6adeef28d3d59d70490482dc31ab4605f8cc08cae5fa9e0cf8326787c47762,QCOM,,200,1,203,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:6cc3f009f02ce2225ee90c3c3b0e11ac543eec378d9b9bc3c98120f3d3ad8b9e,QCOM,,294,2,299,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:4d496bb3530fd928222b5de360b487938c621785454109aff0617f0aa177103a,QCOM,,1176,3,1185,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:5360db39ebf2495e1fbb7217488ee44cede05116f21d413eaa7ac34306ba5a40,QCOM,,1650,6,1651,0.04
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,200,1,203,0.04,US,sha256:ff6adeef28d3d59d70490482dc31ab4605f8cc08cae5fa9e0cf8326787c47762,QCOM,0,200,1,203,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,294,2,299,0.04,US,sha256:6cc3f009f02ce2225ee90c3c3b0e11ac543eec378d9b9bc3c98120f3d3ad8b9e,QCOM,0,294,3,299,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,1176,3,1185,0.04,US,sha256:4d496bb3530fd928222b5de360b487938c621785454109aff0617f0aa177103a,QCOM,,,,,
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1282,4,1287,0.04,US,sha256:5be788dd25308b810970dcd4ee5a027dfda979e74d3b1f0ba84461d57b1e15cf,QCOM,0,1282,6,1287,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1305,5,1306,0.04,US,sha256:befab1319d3886c19412f1c66b4b5345b39fad7548cd7e4c5c669d27420fa359,QCOM,0,1305,7,1306,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1650,6,1651,0.04,US,sha256:5360db39ebf2495e1fbb7217488ee44cede05116f21d413eaa7ac34306ba5a40,QCOM,0,1650,9,1651,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1708,7,1714,0.04,US,sha256:916d3cda4f7c54a64f5eeeba19a76c5b05f786533b5d3269a532d46dc8d4822b,QCOM,0,1708,10,1714,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1975,8,1978,0.04,US,sha256:e77fae379c0327c30c316e2261ed1055b64d25926c568a087392390bf98013bf,QCOM,0,1975,11,1978,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2164,9,2187,0.04,US,sha256:8603b604134699b03c629aa238e5d96490d76c61a8c1b0c63ad531fd616429a9,QCOM,0,2164,12,2187,0.05
0.04,0.05,,,,ADDED_LIFECYCLE,,,,,US,sha256:476278f19754a83e1c48eda21d0793b0618772f1333db096bc7bf21b47dd6948,QCOM,,259,2,274,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:b0877b1c0da63866d52dc6fb28f47bf6c92205133ae1fe46c9ce3cb5ecf5c5b7,QCOM,,949,4,949,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:9f84c30c2ace81b6ded62247fc01c0e87648c14d018ec261ce51c6cb648b0341,QCOM,,1171,5,1185,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:de47cbeb6fa53b9781b099c4de17de1b5690444813cc58787923e92263a70a2e,QCOM,,1359,8,1373,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:b7ebe549b976b98fe78c2db64fbf7a385c72580c12f35f257b9e8a7aad4013b4,QCOM,,2383,13,2384,0.05
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,571,1,581,0.03,US,sha256:630b928645cd1b3dca92672f57fe1a477fd27bb48e97e927dba45006e8a7b152,QLYS,0,571,2,581,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,640,2,650,0.03,US,sha256:28959d4f6d7581a287740469427755461a7e1bf72e09260f50c73afe755aae7c,QLYS,0,640,3,650,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,990,3,998,0.03,US,sha256:797a89190b41a6eeb6f70aad0d6a04a7694c434eae17c5bfaf5afd6fec187a90,QLYS,0,990,6,998,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1097,4,1098,0.03,US,sha256:a1d1bc7dc282c02045e295e3dd040bc89722cd2fb0f2ab3090b09e2dbe1914dc,QLYS,0,1097,7,1098,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1300,5,1307,0.03,US,sha256:790b06c0820cb091a1d5ad628541bcc2afe9a528813cce24fa8f62e165e40700,QLYS,0,1300,10,1307,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1709,6,1709,0.03,US,sha256:cfe8e25bc95d62683186616cf22685a2bc7f81eb86ef3665a6183d807dcf40af,QLYS,0,1709,12,1709,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,1835,7,1848,0.03,US,sha256:654450db7584c780cd8c07609b1e0500c7c7dd6a14434db612b268f5d21d9870,QLYS,,,,,
0.03,0.04,,,,ADDED_LIFECYCLE,,,,,US,sha256:c12e88b3c1beecc94462885b2c0f9154e0566e789f510093cc2bc8cf3858d124,QLYS,,150,1,150,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:77bc5522d26a0385a207c35d32ef6c2d9a0331ead9f407c497711122c3884bed,QLYS,,711,4,711,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:5982d2b166533ead68f2132c83443c1afa6e2e63f0c72cb5da2d9305362a7a49,QLYS,,762,5,780,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:47202ec3e31b1e3491b4fe3ede5516372f8345c8053b1194f0242689fe518d07,QLYS,,1125,8,1133,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:c3f8af1c3a6477d71d8113ec8fc2ecdc591816c0758a41c125d35aa5692763aa,QLYS,,1262,9,1267,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:2a4b09bd618dccf19c74e943470fb543762ae8a45a687001bd25d00939288856,QLYS,,1387,11,1409,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:0845b4fa09a81624051af61e2dd503e8183a82ba73d3c4d1a229c8c5d8d092f3,QLYS,,1824,13,1848,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:b334c84475b16e6642ec25856021a63b3c23f4af8ee9f04ee3f0cdfbc0d18cdb,QLYS,,1902,14,1904,0.04
0.04,0.05,,,,CASCADE_DESCENDANT,150,1,150,0.04,US,sha256:c12e88b3c1beecc94462885b2c0f9154e0566e789f510093cc2bc8cf3858d124,QLYS,,,,,
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,571,2,581,0.04,US,sha256:630b928645cd1b3dca92672f57fe1a477fd27bb48e97e927dba45006e8a7b152,QLYS,0,571,2,581,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,640,3,650,0.04,US,sha256:28959d4f6d7581a287740469427755461a7e1bf72e09260f50c73afe755aae7c,QLYS,0,640,3,650,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,711,4,711,0.04,US,sha256:77bc5522d26a0385a207c35d32ef6c2d9a0331ead9f407c497711122c3884bed,QLYS,,,,,
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,762,5,780,0.04,US,sha256:5982d2b166533ead68f2132c83443c1afa6e2e63f0c72cb5da2d9305362a7a49,QLYS,0,762,5,780,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,990,6,998,0.04,US,sha256:797a89190b41a6eeb6f70aad0d6a04a7694c434eae17c5bfaf5afd6fec187a90,QLYS,0,990,6,998,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1097,7,1098,0.04,US,sha256:a1d1bc7dc282c02045e295e3dd040bc89722cd2fb0f2ab3090b09e2dbe1914dc,QLYS,0,1097,7,1098,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1125,8,1133,0.04,US,sha256:47202ec3e31b1e3491b4fe3ede5516372f8345c8053b1194f0242689fe518d07,QLYS,0,1125,8,1133,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1262,9,1267,0.04,US,sha256:c3f8af1c3a6477d71d8113ec8fc2ecdc591816c0758a41c125d35aa5692763aa,QLYS,0,1262,9,1267,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1300,10,1307,0.04,US,sha256:790b06c0820cb091a1d5ad628541bcc2afe9a528813cce24fa8f62e165e40700,QLYS,0,1300,10,1307,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1387,11,1409,0.04,US,sha256:2a4b09bd618dccf19c74e943470fb543762ae8a45a687001bd25d00939288856,QLYS,0,1387,11,1409,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1709,12,1709,0.04,US,sha256:cfe8e25bc95d62683186616cf22685a2bc7f81eb86ef3665a6183d807dcf40af,QLYS,0,1709,13,1709,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1824,13,1848,0.04,US,sha256:0845b4fa09a81624051af61e2dd503e8183a82ba73d3c4d1a229c8c5d8d092f3,QLYS,0,1824,14,1848,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1902,14,1904,0.04,US,sha256:b334c84475b16e6642ec25856021a63b3c23f4af8ee9f04ee3f0cdfbc0d18cdb,QLYS,0,1902,15,1904,0.05
0.04,0.05,,,,ADDED_LIFECYCLE,,,,,US,sha256:ad47e75d620b0719f8a9e6b3d249c9f0c3c64464783bd276f2cf95ad8aef9370,QLYS,,143,1,147,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:e8ed97f9b93386594ffb2dafaf1b6ad5a150ed09f5357fb9b1eface6f761b27d,QLYS,,705,4,711,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:0adfafe5b268a8f4df7037d7bcfa2f308efc4738626da3f20fe38753801dfeca,QLYS,,1581,12,1587,0.05
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,36,1,36,0.03,US,sha256:50d21538d6060b376df234c82a3bcc454ca389ead05f94daba6cbcde5ee11615,QTWO,0,36,1,36,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,78,2,78,0.03,US,sha256:1ab017f6f4b697429c3282ca8cdd948f44d1ab652fb3983e60e5d8c2cb253806,QTWO,,,,,
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,120,3,121,0.03,US,sha256:66abbb8af97da61e1dffd0da9a46c576e30122e1ccb18b7ca75623c0dbb5e0ba,QTWO,0,120,3,121,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,193,4,194,0.03,US,sha256:b315489bc205e25bafc00f25a67a700dd9eb5644c3db0a3ab6dabe3760671c2b,QTWO,0,193,4,194,0.04
